"age","gender","mother.tongue","genre","amazement","solemnity","tenderness","nostalgia","calmness","power","joyful_activation","tension","sadness","liked","disliked","emotional_intensity","positive_score","negative_score","emotion_direction","sentiment_score","age_group"
60,"Male","Dutch","rock",0,0,0,0,1,1,0,0,0,1,0,2,2,0,"Positive",2,"50+"
24,"Female","Russian","rock",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
23,"Female","Russian","pop",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
23,"Male","Italian","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
31,"Female","Greek","rock",0,1,0,0,0,1,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
21,"Female","English","pop",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
26,"Female","Chinese","pop",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
49,"Male","English","classical",0,1,0,0,0,1,0,0,1,0,1,3,2,1,"Positive",1,"36-50"
31,"Male","Dutch","electronic",1,0,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","Dutch","rock",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
44,"Male","English","electronic",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
30,"Female","English","pop",0,0,0,1,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
21,"Male","Dutch","rock",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
34,"Male","English","electronic",0,1,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"26-35"
17,"Male","English","rock",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"13-18"
27,"Male","Russian","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
41,"Female","English","electronic",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
42,"Male","English","rock",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"36-50"
34,"Female","Polish","pop",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
45,"Male","English","rock",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
22,"Male","English","pop",0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
48,"Female","German","classical",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
40,"Female","Dutch","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
15,"Male","English","classical",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
31,"Male","Chinese","rock",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
19,"Female","English","classical",0,0,1,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
25,"Female","Dutch","electronic",0,0,0,0,0,1,1,1,0,1,0,3,2,1,"Positive",1,"19-25"
29,"Female","Greek","classical",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"26-35"
67,"Male","Russian","electronic",0,0,0,0,0,0,1,1,1,0,1,3,1,2,"Negative",-1,"50+"
29,"Male","Russian","pop",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"26-35"
41,"Male","Dutch","electronic",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
23,"Male","English","classical",1,0,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
60,"Male","English","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
31,"Male","Dutch","rock",0,1,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
27,"Female","Russian","classical",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
62,"Male","Dutch","classical",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
73,"Male","English","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"50+"
24,"Male","English","electronic",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
14,"Female","Russian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"13-18"
29,"Female","English","rock",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
28,"Female","Russian","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
31,"Female","Slovenian","electronic",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
20,"Female","Dutch","classical",0,1,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
26,"Female","French","rock",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
27,"Male","English","classical",0,0,0,0,0,0,0,1,1,1,0,2,0,2,"Negative",-2,"26-35"
31,"Female","German","classical",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
23,"Male","Dutch","rock",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
48,"Male","German","classical",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
33,"Male","French","rock",0,1,0,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
39,"Female","Dutch","pop",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
50,"Female","Italian","classical",1,1,0,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
20,"Male","Estonian","rock",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
23,"Female","Russian","pop",0,0,0,1,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
36,"Female","English","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"36-50"
59,"Female","Dutch","classical",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
42,"Male","English","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
24,"Male","Spanish","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
20,"Female","English","electronic",0,0,0,0,0,0,0,1,1,1,0,2,0,2,"Negative",-2,"19-25"
17,"Female","French","rock",0,0,0,0,1,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
25,"Female","Swedish","rock",1,0,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
41,"Female","Dutch","rock",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
30,"Male","Hebrew","electronic",0,0,0,0,1,1,0,0,0,0,1,2,2,0,"Positive",2,"26-35"
53,"Female","English","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"50+"
25,"Male","Russian","electronic",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
30,"Female","German","pop",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
27,"Female","Korean","electronic",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
33,"Male","English","classical",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
26,"Male","German","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
28,"Female","Russian","rock",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"26-35"
26,"Female","Russian","pop",1,1,0,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
22,"Male","Dutch","pop",0,0,0,1,1,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
35,"Female","English","pop",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
30,"Female","English","pop",1,0,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
28,"Female","Dutch","pop",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"26-35"
60,"Male","English","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"50+"
38,"Male","English","rock",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
20,"Male","Greek","rock",0,1,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
17,"Male","English","electronic",0,0,0,1,1,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
56,"Male","English","rock",0,0,0,0,0,1,1,0,0,0,1,2,2,0,"Positive",2,"50+"
40,"Male","English","rock",0,0,0,0,0,1,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
30,"Female","English","classical",1,0,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
26,"Female","Russian","classical",0,1,0,0,0,0,1,1,0,1,0,3,2,1,"Positive",1,"26-35"
34,"Female","Polish","classical",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
22,"Female","Dutch","pop",0,1,0,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
26,"Female","Hungarian","electronic",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
34,"Male","Spanish","electronic",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
56,"Male","English","classical",0,1,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"50+"
30,"Male","Dutch","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
31,"Male","Dutch","pop",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
32,"Male","Russian","rock",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"26-35"
42,"Male","Dutch","classical",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
28,"Male","Russian","rock",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
27,"Male","Russian","rock",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"26-35"
28,"Female","Estonian","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
23,"Male","Russian","rock",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
25,"Female","Russian","pop",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
17,"Male","English","classical",0,0,0,0,1,0,0,1,1,1,0,3,1,2,"Negative",-1,"13-18"
44,"Male","Dutch","pop",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
35,"Male","Italian","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
53,"Female","Dutch","classical",0,0,0,1,0,0,1,1,0,1,0,3,2,1,"Positive",1,"50+"
39,"Female","Italian","pop",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"36-50"
30,"Female","English","electronic",0,1,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
26,"Female","Chinese","rock",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
43,"Male","Dutch","rock",0,0,1,0,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
32,"Male","Hindi","electronic",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
41,"Male","Dutch","rock",0,1,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"36-50"
31,"Male","English","pop",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
38,"Male","Danish","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
43,"Male","Dutch","classical",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"36-50"
29,"Female","English","rock",0,1,0,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
25,"Female","English","pop",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
33,"Male","Russian","classical",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
51,"Male","English","electronic",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"50+"
18,"Male","English","electronic",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"13-18"
18,"Male","English","electronic",0,0,0,0,1,1,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
25,"Male","Russian","classical",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"19-25"
34,"Female","Polish","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
27,"Male","Russian","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
46,"Female","French","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
37,"Male","Dutch","rock",0,1,0,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"36-50"
36,"Female","English","rock",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"36-50"
26,"Male","Dutch","electronic",0,1,0,0,0,1,0,1,0,0,1,3,2,1,"Positive",1,"26-35"
26,"Female","Russian","electronic",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"26-35"
31,"Male","Hebrew","classical",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
38,"Male","Danish","electronic",1,0,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"36-50"
67,"Male","English","classical",0,1,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
26,"Female","Russian","pop",0,0,0,0,1,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
44,"Male","Arabic","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"36-50"
24,"Male","Portuguese","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
62,"Male","Estonian","rock",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"50+"
56,"Male","Dutch","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"50+"
29,"Male","Russian","pop",0,1,0,1,0,0,0,1,0,0,1,3,2,1,"Positive",1,"26-35"
30,"Male","Dutch","classical",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
46,"Male","English","classical",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"36-50"
34,"Male","English","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
25,"Female","Russian","classical",1,0,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
22,"Male","Dutch","pop",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
45,"Female","Polish","rock",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"36-50"
21,"Male","Dutch","rock",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"19-25"
60,"Male","Dutch","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"50+"
41,"Male","English","classical",0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
63,"Male","Dutch","classical",0,1,1,0,0,0,0,0,1,1,0,3,2,1,"Positive",1,"50+"
33,"Male","English","rock",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
19,"Male","Russian","classical",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
20,"Female","Russian","classical",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
20,"Female","French","electronic",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"19-25"
56,"Male","Dutch","classical",1,0,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
28,"Female","Russian","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
40,"Male","Dutch","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
25,"Female","English","classical",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
28,"Female","Russian","pop",0,0,0,0,1,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
25,"Male","Russian","pop",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
22,"Male","Estonian","classical",0,0,1,0,1,0,0,1,0,1,0,3,2,1,"Positive",1,"19-25"
19,"Female","English","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
27,"Male","Polish","rock",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
19,"Female","Russian","classical",0,0,0,1,0,1,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
17,"Male","French","classical",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
20,"Male","English","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
31,"Male","Dutch","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
35,"Male","English","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
69,"Female","German","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
53,"Male","English","pop",0,0,0,0,0,1,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"50+"
38,"Male","Danish","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
17,"Male","English","pop",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"13-18"
16,"Female","English","classical",1,0,0,0,0,0,1,1,0,1,0,3,2,1,"Positive",1,"13-18"
34,"Male","English","classical",0,1,0,0,0,0,1,0,0,0,1,2,2,0,"Positive",2,"26-35"
31,"Male","English","electronic",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
29,"Male","Portuguese","rock",0,0,0,0,0,0,1,1,1,0,1,3,1,2,"Negative",-1,"26-35"
18,"Female","Dutch","pop",0,0,0,1,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
20,"Male","English","classical",0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
30,"Male","Dutch","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
25,"Male","Turkish","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
42,"Male","English","classical",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
43,"Male","Dutch","rock",0,0,1,0,1,1,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
30,"Male","Dutch","rock",0,0,1,0,0,1,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
20,"Male","Dutch","classical",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
26,"Female","Russian","classical",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
21,"Male","English","classical",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
59,"Female","Dutch","classical",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
50,"Male","English","electronic",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
61,"Male","English","electronic",0,1,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"50+"
51,"Male","English","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"50+"
27,"Female","English","pop",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
17,"Female","Finnish","pop",0,0,0,1,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
31,"Male","Dutch","pop",0,0,1,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"26-35"
68,"Male","English","classical",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"50+"
20,"Male","Estonian","rock",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
46,"Female","Dutch","classical",1,0,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
74,"Male","Dutch","rock",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"50+"
27,"Female","English","pop",0,1,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
56,"Male","English","classical",0,1,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"50+"
38,"Female","Russian","classical",0,0,0,1,0,0,0,1,1,1,0,3,1,2,"Negative",-1,"36-50"
27,"Male","Catalan","electronic",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
21,"Male","Russian","rock",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"19-25"
29,"Female","Russian","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
25,"Female","Portuguese","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
21,"Male","Russian","pop",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
29,"Female","Romanian","rock",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
27,"Female","English","pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"26-35"
25,"Female","Russian","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
20,"Female","English","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
30,"Male","Slovenian","rock",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
30,"Male","Italian","rock",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
19,"Female","Dutch","rock",1,0,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
42,"Male","Russian","classical",0,1,0,0,0,0,0,1,1,1,0,3,1,2,"Negative",-1,"36-50"
28,"Male","Russian","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
50,"Female","English","rock",0,1,0,0,0,1,0,1,0,0,1,3,2,1,"Positive",1,"36-50"
21,"Female","Estonian","electronic",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
25,"Male","English","classical",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
36,"Male","Italian","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
29,"Female","Dutch","electronic",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
33,"Male","Dutch","classical",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
27,"Female","Russian","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
40,"Female","English","classical",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
46,"Female","Dutch","pop",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
28,"Male","Spanish","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
30,"Male","English","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
27,"Female","French","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
21,"Male","Russian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
27,"Female","English","pop",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"26-35"
19,"Male","English","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
48,"Male","Dutch","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
20,"Male","Dutch","classical",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
28,"Female","English","rock",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
18,"Male","Swedish","electronic",0,1,1,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
24,"Female","Dutch","classical",0,0,0,0,1,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
31,"Male","Dutch","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
20,"Female","Russian","rock",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"19-25"
22,"Male","Spanish","electronic",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
20,"Female","French","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
30,"Female","English","classical",1,0,1,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
56,"Male","English","classical",0,1,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
68,"Male","English","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
22,"Female","French","classical",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
25,"Female","English","pop",0,0,1,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"19-25"
23,"Female","English","classical",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
33,"Male","Russian","classical",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
31,"Male","Dutch","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
35,"Male","Russian","pop",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"26-35"
20,"Female","German","pop",1,0,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
23,"Male","Italian","classical",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
27,"Male","Chinese","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
21,"Male","English","pop",0,0,0,1,0,1,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
26,"Male","German","electronic",0,1,0,0,0,0,1,1,0,1,0,3,2,1,"Positive",1,"26-35"
24,"Female","Slovenian","pop",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
53,"Male","English","pop",1,1,0,0,0,1,0,0,0,0,1,3,3,0,"Positive",3,"50+"
46,"Female","French","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"36-50"
29,"Male","Russian","rock",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
25,"Female","Russian","classical",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
25,"Male","French","rock",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"19-25"
20,"Female","German","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
29,"Male","English","electronic",0,1,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
44,"Male","English","pop",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
59,"Female","Russian","classical",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
42,"Male","English","classical",0,0,1,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
